Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non-Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
17,70,Elkhorn Public School,10 Elkhorn Drive,2309,52,19,18,2074,219,5,3,43,2344,766,33%,1,0
17,71,Bayview Village Place,644 Sheppard Avenue East,428,30,8,5,409,34,3,4,0,450,166,37%,0,0
17,72,ARC Condominiums,2885 Bayview Ave,309,37,4,1,313,28,1,0,0,342,106,31%,0,0
17,73,Church of the Torontonians,671 Sheppard Avenue East,1900,57,5,13,1724,214,4,6,4,1952,481,25%,0,0
17,74,Amica at Bayview Gardens,19 Rean Dr,0,94,0,0,85,10,0,0,0,95,95,100%,1,0
17,75,Amica at Bayview,15 Barberry Place,215,72,0,1,245,42,0,0,0,287,171,60%,2,0
17,76,The Chrysler Towers,1 Rean Drive,1357,41,10,7,1237,141,5,4,1,1388,427,31%,0,0
17,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,13,8,4,,,,,,,138,,0,0
17,98,Oriole Community Centre,2975 Don Mills Road West,,71,16,38,,,,,,,1520,,0,1
17,99,Cummer Park Community Centre,6000 Leslie Street,,80,32,34,,,,,,,2517,,8,0
17 Total,,,,66722,2115,440,1190,58548,9063,297,286,203,68397,26736,39%,41,6
18,1,Village Gate Apartments,775 Steeles Avenue West,661,37,3,2,610,85,1,1,0,697,180,26%,0,0
18,2,485 Patricia Avenue,485 Patricia Avenue,242,22,3,5,260,1,1,0,0,262,143,55%,0,0
18,3,Cheltenham Care Community,5935 Bathurst Street,70,13,0,0,70,13,0,0,0,83,17,20%,0,0
18,4,Fisherville Junior High School,425 Patricia Avenue,1807,25,10,3,1542,256,4,12,11,1825,424,23%,1,0
18,5,Pleasant Public School,288 Pleasant Avenue,1786,18,7,6,1392,396,5,3,1,1797,580,32%,0,0
18,6,Dalemont,205 Hilda Avenue,436,10,2,5,376,68,0,0,0,444,174,39%,0,0
18,7,Carrington Tower,10 Tangreen Court,429,39,4,3,419,45,0,2,0,466,208,45%,0,0
18,8,Newtonbrook Secondary School,155 Hilda Avenue,1928,41,9,8,1498,450,0,6,11,1965,513,26%,3,0
18,9,Goulding Community Centre,45 Goulding Avenue,1448,22,9,3,1183,251,8,14,12,1468,332,23%,1,0
18,10,Wedgewood Place,6061 Yonge Street,372,17,10,4,348,27,2,1,0,378,121,32%,3,0
18,11,Salvation Army North York Temple,25 Centre Avenue,1405,29,11,7,1074,308,5,1,39,1427,362,25%,7,0
18,12,Lillian Public School,1059 Lillian Street,1673,28,10,4,1320,370,2,0,0,1692,582,34%,0,0
18,13,Brebeuf College School,211 Steeles Ave East,1652,46,13,1,1339,332,13,1,0,1685,557,33%,25,0
18,14,Carefree Lodge,306 Finch Avenue East,44,10,0,0,50,4,0,0,0,54,17,35%,1,2
18,15,Cummer Valley Middle School,70 Maxome Avenue,1286,26,3,10,1102,194,6,4,3,1309,404,31%,0,1
18,16,Cummer Lodge,205 Cummer Avenue,167,26,0,0,184,9,0,0,0,193,36,19%,0,0
18,17,Willowdale Manor,175 Cummer Avenue,1005,52,6,14,929,108,3,0,12,1052,339,32%,2,0
18,18,Paramount,39 Pemberton Ave,236,29,0,1,248,17,0,0,0,265,96,36%,0,0
18,19,Park Palace,28 Pemberton Avenue,346,36,3,1,348,30,0,1,0,379,132,35%,1,0
18,20,Park Lane I,3 Pemberton Avenue,297,10,2,2,283,20,1,0,0,304,89,29%,1,0
18,21,Vogue Condominium,7 Bishop Avenue,448,22,0,1,415,54,2,0,0,471,160,34%,0,0
18,22,Place Nouveau,5765 Yonge Street,386,22,0,12,344,64,1,2,0,411,146,36%,0,0
18,23,Luxe,5791 Yonge St,255,16,3,1,265,6,0,0,0,271,74,28%,0,3
18,24,Meridian,15 Greenview Ave,461,25,0,5,447,40,0,0,0,487,126,26%,0,0
18,25,R.J. Lang Elementary and Middle School,227 Drewry Avenue,2087,37,13,16,1726,368,2,9,9,2114,570,27%,3,0
18,26,St. Antoine Daniel Catholic School,160 Finch Avenue West,2053,34,17,15,1664,383,4,5,12,2068,531,26%,0,0
18,27,Yorkview Public School,130 Yorkview Drive,1575,20,6,6,1230,326,11,4,17,1588,516,32%,1,0
18,28,Edithvale Community Centre,131 Finch Avenue West,1584,41,11,8,1376,227,3,7,8,1621,452,28%,0,0
18,29,Churchill Public School,188 Churchill Avenue,1833,22,15,13,1524,304,15,2,0,1845,678,37%,1,0
18,30,St. Edward The Confessor Church,75 Churchill Avenue,2239,52,27,17,2044,212,8,3,9,2276,797,35%,6,0
18,31,The Continental,503 Beecroft Road,447,18,3,1,440,20,2,1,0,463,153,33%,0,0
18,32,Sonata,7 Lorraine Drive,311,16,0,0,297,26,2,1,0,326,86,26%,0,0
18,33,Symphony Square,23 Lorraine Drive,424,3,3,0,389,28,3,4,0,424,141,33%,0,0
18,34,Pulse,5500 Yonge St,351,10,1,1,339,23,0,0,0,362,90,25%,0,0
18,35,Skyview-On-Yonge,5444 Yonge Street,392,4,2,1,367,27,0,1,0,395,247,63%,0,0
18,36,The Kempford,5430 Yonge Street,233,18,1,1,236,13,0,1,0,250,106,42%,0,0
18,37,Delmanor Northtown,5351 Yonge St,0,72,0,0,60,12,0,0,0,72,72,100%,1,0
18,38,Triomphe I and II,5 Northtown Way,664,37,1,4,651,44,2,2,4,703,214,30%,0,0
18,39,Grand Triomphe,10 Northtown Way,326,23,0,1,329,21,0,0,0,350,94,27%,0,0
18,40,Grand Triomphe II,500 Doris Ave,267,12,1,2,264,11,2,0,1,278,76,27%,0,0
18,41,Sommerset Way,18 Sommerset Way,613,20,3,7,603,25,0,3,0,631,204,32%,1,0
18,42,The Monet,60 Byng Ave,269,15,2,0,263,17,1,1,0,282,76,27%,0,0
18,43,Willowdale Baptist Church,15 Olive Avenue,1245,48,16,6,1156,106,3,6,6,1277,300,23%,0,0
18,44,Mona Lisa,18 Holmes Avenue,264,12,1,5,261,14,1,0,0,276,72,26%,0,0
18,45,The Galleria,77 Finch Avenue East,422,49,5,10,431,28,7,1,0,467,174,37%,1,0
18,46,McKee Public School,35 Church Avenue,1925,58,7,9,1808,147,15,3,4,1977,629,32%,0,0
18,47,Mitchell Field Community Centre,89 Church Avenue,1152,25,8,2,1056,110,4,1,0,1171,367,31%,0,0
18,48,Finch Public School,277 Finch Avenue East,2199,32,18,11,1942,249,6,15,0,2212,540,24%,0,0
18,49,Hollywood Public School,360 Hollywood Avenue,2181,25,8,9,1911,281,5,1,1,2199,658,30%,2,0
18,50,St. Elizabeth of Hungary Church,432 Sheppard Avenue East,2168,58,15,17,1960,217,9,18,12,2216,727,33%,0,0
18,51,Earl Haig Secondary School,100 Princess Avenue,1660,61,12,18,1590,115,3,0,3,1711,462,27%,0,0
18,52,Spring Garden Baptist Church,112 Spring Garden Avenue,1433,44,8,9,1351,111,2,4,3,1471,506,34%,0,0
18,53,Gibson Square,5162 Yonge St,500,28,2,8,519,5,2,0,0,526,145,28%,2,0
18,54,Beecroft Manor,35 Park Home Avenue,248,27,1,0,261,12,0,1,0,274,111,41%,0,0
18,55,North York Civic Centre,5100 Yonge Street,1869,74,13,13,1738,126,5,3,64,1936,452,23%,0,0
18,56,Willowdale Lawn Bowling Club,150 Beecroft Road,582,11,8,4,447,105,5,3,25,585,220,38%,0,0
18,57,Ultima at Broadway North Tower,4978 Yonge St,328,21,5,4,324,14,3,1,0,342,101,30%,0,0
18,58,Ultima at Broadway,4968 Yonge St,328,15,1,5,325,20,0,0,0,345,113,33%,0,0
18,59,Hollywood Plaza,18 Hollywood Avenue,470,25,4,10,447,40,0,3,1,491,197,40%,0,0
18,60,Pearl Condominium,35 Hollywood Avenue,238,25,0,0,258,7,0,0,0,265,90,34%,0,0
18,61,Platinum Towers,23 Hollywood Ave,360,37,2,3,370,23,2,0,0,395,141,36%,0,0
18,62,Platinum XO,18 Spring Garden Ave,298,24,3,3,303,15,3,0,0,321,120,37%,0,0
18,63,Atrium II,65 Spring Garden Avenue,377,14,1,0,364,23,3,0,0,390,234,60%,0,0
18,64,Cardinal Carter Academy For The Arts,36 Greenfield Avenue,680,56,14,22,638,62,2,4,15,721,228,32%,0,0
18,65,Rodeo Walk,30 Greenfield Avenue,443,30,3,0,434,28,9,0,0,471,185,39%,0,0
18,66,Residence of Upper Madison,100 Upper Madison Avenue,398,12,3,5,367,40,0,1,0,408,197,49%,0,1
18,67,Manhattan Place,131 Beecroft Road,351,17,1,0,333,30,2,2,0,367,235,64%,0,0
18,68,The Atrium,33 Elmhurst Avenue,322,24,1,2,301,30,5,9,0,345,210,61%,4,0
18,69,Lansing United Church,49 Bogert Avenue,932,18,6,3,789,129,9,7,7,941,279,30%,0,0
18,70,Emerald Park,9 Bogert Ave,347,6,1,3,343,8,0,0,3,354,61,17%,0,0
18,71,Hullmark Centre,4773 Yonge Street,400,11,5,1,393,5,0,0,8,406,65,16%,0,0
18,72,Spring at Minto Gardens,23 Sheppard Ave E,462,39,2,6,462,33,1,3,0,499,126,25%,0,1
18,73,Cosmo Condominiums,35 Bales Avenue,476,34,10,5,477,23,1,0,0,501,168,34%,0,0
18,74,Savvy,17 Anndale Drive,196,12,3,0,191,15,1,0,0,207,63,30%,0,0
18,75,Aristo,120 Harrison Garden Blvd,259,26,2,0,277,3,3,0,1,284,65,23%,0,0
18,76,Avonshire,100 Harrison Garden Blvd.,359,29,4,3,361,20,1,1,1,384,119,32%,0,2
18,77,Harrison,105 Harrison Garden Blvd.,300,20,3,5,292,21,2,1,0,316,105,33%,0,0
18,78,3 and 5 Everson Drive,3 Everson Drive,916,37,7,10,850,81,4,9,0,944,340,36%,0,0
18,79,The Mansions of Avondale,55 Harrison Garden Blvd.,251,25,0,0,240,30,2,4,0,276,116,42%,0,0
18,80,Skymark at Avondale,78 Harrison Garden Blvd,813,55,2,5,798,63,2,1,0,864,309,36%,0,0
18,81,Spectrum I,30 Harrison Garden Blvd,265,12,2,3,252,20,1,2,0,275,98,36%,1,0
18,82,Spectrum II,28 Harrison Garden Blvd.,194,14,0,1,188,19,1,0,0,208,72,35%,0,0
18,83,Residences of Avondale,16 Harrison Garden Blvd,522,26,6,2,498,41,3,0,0,542,163,30%,0,0
18,84,St. Edward Catholic School,1 Botham Road,1202,18,17,9,949,228,9,8,7,1201,499,42%,0,2
18,85,Cameron Public School,211 Cameron Avenue,1683,32,9,13,1402,280,9,8,9,1708,626,37%,0,0
18,86,Lansing Residence,10 Senlac Road,34,32,0,0,57,7,0,1,1,66,33,52%,0,1
18,87,Prestige School,21 Eddfield Avenue,862,15,6,3,730,125,7,2,13,877,297,34%,0,0
18,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,8,6,6,,,,,,,157,,0,0
18,98,Goulding Community Centre,45 Goulding Ave,,38,23,38,,,,,,,1159,,2,0
18,99,Edithvale Community Centre,131 Finch Ave West,,119,42,94,,,,,,,3273,,0,0
18 Total,,,,67422,2553,530,576,60292,8344,261,215,333,69445,26522,38%,70,13
19,1,Presteign Heights Elementary School,2570 St. Clair Avenue East,2171,36,12,18,1956,211,21,2,6,2196,1042,47%,1,1
19,2,St. Clair O'Connor Community,2701 St. Clair Ave East,124,33,6,2,142,8,1,0,0,151,94,62%,2,0
19,3,Canadian Macedonian Place,850 O'Connor Drive,108,13,0,2,117,4,0,0,0,121,63,52%,1,0
19,4,Gordon A. Brown Middle School,2800 St. Clair Avenue East,2592,60,14,30,2278,306,19,14,24,2641,913,35%,5,0
19,5,Centennial Apartments,5 Wakunda Place,182,4,3,0,180,3,0,0,0,183,58,32%,0,0
19,6,Sunrise Apartments,45 Sunrise Avenue,379,9,9,4,341,37,0,1,0,379,162,43%,0,0
19,7,Concordia,25 Sunrise Avenue,367,23,1,2,366,22,1,0,0,389,160,41%,0,0
19,8,Victoria Park Elementary School,145 Tiago Avenue,2238,39,12,16,1914,319,9,6,18,2266,762,34%,6,0
19,9,Gower Park Place,10 Gower Street,1338,28,14,16,1065,282,2,4,2,1355,390,29%,0,0
19,10,George Webster Elementary School,50 Chapman Avenue,2298,7,18,7,1904,371,10,2,2,2289,874,38%,6,1
19,11,Dawes Road Public Library,416 Dawes Road,728,18,1,2,599,126,7,2,10,744,265,36%,1,0
19,12,65 and 75 Halsey Avenue,75 Halsey Avenue,311,19,2,12,274,43,7,4,0,328,108,33%,0,0
19,13,Park Vista,6 Park Vista,732,23,8,5,645,93,3,9,0,750,306,41%,0,1
19,14,East York Acres,9 Haldon Avenue,862,28,4,14,732,151,8,0,0,891,322,36%,0,0
19,15,D.A. Morrison Middle School,271 Gledhill Avenue,2144,50,33,43,1832,271,40,19,4,2166,955,44%,6,0
19,16,The Trillium,1501 Woodbine Avenue,389,10,1,2,345,50,1,0,0,396,131,33%,1,0
19,17,Canadian Martyrs Catholic School,520 Plains Road,1785,56,8,4,1489,313,22,8,3,1835,706,38%,0,0
19,18,East York Collegiate Institute,650 Cosburn Avenue,1689,36,20,27,1403,271,19,12,4,1709,645,38%,0,0
19,19,East York Civic Centre,850 Coxwell Avenue,833,27,3,6,744,104,2,6,3,859,410,48%,0,0
19,20,Michael Garron Hospital,825 Coxwell Ave G5 Garden Rm.,10,3,0,0,11,2,0,0,0,13,5,38%,0,0
19,21,Kimbourne Park United Church,200 Wolverleigh Blvd,1715,30,10,36,1287,381,24,19,30,1741,811,47%,1,0
19,22,Tobias House,695 Coxwell Avenue,61,21,0,3,69,11,1,0,1,82,46,56%,0,0
19,23,Danforth/Coxwell Library,1675 Danforth Ave,1316,48,10,23,1154,159,28,12,4,1357,703,52%,0,0
19,24,St. Brigid Catholic School,50 Woodmount Avenue,1953,89,13,26,1581,399,17,18,19,2034,946,47%,2,0
19,25,Danforth Mennonite Church,2174 Danforth Avenue,1028,47,10,33,899,140,11,14,3,1067,535,50%,0,0
19,26,Terry Fox Recreation Centre,2 Gledhill Avenue,1438,50,18,20,1263,170,15,7,17,1472,595,40%,1,0
19,27,Hope United Church,2550 Danforth Avenue,853,38,5,17,743,117,10,6,11,887,381,43%,0,0
19,28,Secord Community Centre,91 Barrington Avenue,1764,53,11,19,1611,180,7,10,0,1808,619,34%,1,0
19,29,Secord Square,2 Secord Avenue,376,18,6,5,354,32,3,1,0,390,150,38%,0,0
19,30,Granada Apartments,90 Eastdale Avenue,367,16,7,1,360,16,0,0,0,376,128,34%,1,0
19,31,195 Barrington Avenue,195 Barrington Avenue,345,8,2,7,332,20,0,0,0,352,123,35%,0,0
19,32,Agnes Macphail Building,444 Lumsden Avenue,299,12,2,13,278,32,1,1,0,312,100,32%,0,0
19,33,Goodland Gardens Apartments,75 Eastdale Avenue,321,14,4,5,274,56,0,2,0,332,109,33%,0,0
19,34,True Davidson Acres,200 Dawes Road,80,30,1,0,97,10,1,1,0,109,32,29%,1,0
19,35,Massey Square - The Town Hall,5 Massey Square,3652,17,24,7,3353,281,6,5,1,3646,1376,38%,7,0
19,36,Faith Presbyterian Community Church,140 Dawes Road,1175,21,15,21,981,171,14,14,1,1181,365,31%,0,1
19,37,William J. McCordic School,45 Balfour Avenue,1812,55,9,26,1572,242,14,8,25,1861,640,34%,9,1
19,38,Main Square Community Centre,245 Main Street,2156,67,16,44,1933,212,13,11,39,2208,693,31%,1,0
19,39,Kinsmen Manor,2287 Gerrard Street East,585,20,8,11,477,110,3,7,0,597,258,43%,0,0
19,40,Adam Beck Community Centre,79 Lawlor Avenue,2016,44,20,27,1786,214,21,10,12,2043,980,48%,0,0
19,41,Kingston Road United Church,975 Kingston Road,1249,38,6,19,1092,167,5,6,16,1286,628,49%,1,0
19,42,Glen Stewart Acres,828 Kingston Road,580,30,2,5,518,79,3,6,5,611,312,51%,0,0
19,43,St. John Catholic School,780 Kingston Road,1678,88,21,20,1464,264,9,17,0,1754,760,43%,1,0
19,44,Kimberley Public School,50 Swanwick Ave,1950,55,16,31,1640,321,19,11,8,1999,835,42%,0,0
19,45,Main Street Terrace,77 Main Street,60,17,1,0,69,5,1,1,0,76,22,29%,0,0
19,46,Woodbine Acres,133 Merrill Avenue East,949,28,10,32,829,110,23,7,3,972,493,51%,0,0
19,47,Grant African Methodist Episcopal Church,2029 Gerrard Street East,2016,88,18,69,1837,200,23,25,8,2093,949,45%,0,0
19,48,The Cecilia Murphy Building,11 Coatsworth Crescent,851,35,6,20,758,89,17,5,13,882,402,46%,2,0
19,49,Ecole Georges-Etienne-Cartier,250 Gainsborough Road,964,23,9,12,898,54,8,18,3,981,413,42%,1,0
19,50,Toronto Formosan Presb. Church,31 Eastwood Road,2022,55,13,29,1789,214,26,30,4,2063,856,42%,0,1
19,51,Fairmount Park Community Centre,1757 Gerrard St East,1849,39,16,33,1656,167,21,28,0,1872,957,51%,2,0
19,52,Toronto United Mennonite Church,1774 Queen Street East,2042,46,25,23,1804,205,28,24,4,2065,891,43%,3,0
19,53,St. John The Baptist Norway Church,470 Woodbine Ave,1196,52,20,24,1080,127,13,12,1,1233,526,43%,0,0
19,54,Norway Jr. Public School,390 Kingston Road,1882,87,16,8,1726,198,10,21,2,1957,787,40%,0,0
19,55,Beaches Lions Centennial Apartments,50 Norway Avenue,693,29,10,3,619,86,4,2,1,712,292,41%,0,0
19,56,Kew Beach Jr Public School,101 Kippendavie Avenue,2483,106,30,48,2220,267,39,19,17,2562,1053,41%,2,5
19,57,Beaches Library,2161 Queen Street East,927,31,8,4,848,94,3,7,4,956,394,41%,1,0
19,58,Beach United Church,140 Wineva Avenue,2175,152,33,18,2016,237,18,8,20,2299,935,41%,0,0
19,59,Beaches Recreation Centre,6 Williamson Road,1756,47,20,11,1590,167,20,14,4,1795,720,40%,1,0
19,60,Beach Arms Retirement Residence,505 Kingston Road,54,26,1,0,78,1,0,0,0,79,31,39%,0,0
19,61,Atrium at Kew Beach,500 Kingston Road,58,25,0,0,83,0,0,0,0,83,32,39%,0,0
19,62,Balmy Beach Community School,14 Pine Avenue,1515,43,23,43,1319,195,11,7,7,1539,670,44%,1,0
19,63,Church of St. Aidan,70 Silver Birch Avenue,2589,103,37,47,2327,284,33,14,3,2661,1178,44%,0,0
19,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,12,13,15,,,,,,,352,,0,0
19,98,Beaches Recreation Centre,6 Williamson Road,,126,39,71,,,,,,,2853,,2,2
19,99,Secord Community Centre,91 Barrington Ave,,103,35,46,,,,,,,2496,,8,4
19 Total,,,,76130,2704,788,1187,67001,9471,695,517,362,78046,37798,48%,78,17
20,1,Clairlea Public School,25 Rosalind Crescent,1208,16,6,5,978,224,1,7,7,1217,464,38%,0,0
20,2,Our Lady of Fatima Catholic School,3176 St. Clair Ave. East,2852,12,20,5,2125,694,8,11,10,2848,974,34%,7,0
20,3,SATEC @ W.A. Porter Collegiate Institute,40 Fairfax Crescent,1405,25,13,10,1120,279,8,5,5,1417,481,34%,1,0
20,4,Houses of Providence,3276 St. Clair Avenue E.,151,26,0,1,51,125,0,1,0,177,36,20%,0,0
20,5,Warden Hilltop Community Centre,25 Mendelssohn Street,1010,29,10,13,792,213,6,4,17,1032,285,28%,1,0
20,6,St. Joachim Catholic School,3395 St. Clair Ave E,1701,25,4,12,1401,315,6,4,0,1726,464,27%,0,1
20,7,General Brock Public School,140 Chestnut Crescent,1129,14,9,10,869,247,7,10,1,1134,419,37%,1,0
20,8,Westminster Presbyterian Church,841 Birchmount Road,1988,26,6,11,1591,410,2,3,0,2006,523,26%,8,0
20,9,St. Maria Goretti Catholic School,21 Kenmark Blvd.,1926,36,11,25,1338,599,6,3,7,1953,593,30%,0,1
20,10,Corvette Jr Public School,30 Corvette Avenue,1823,29,13,12,1348,474,11,2,2,1837,562,31%,0,0
20,11,Norman Cook Jr Public School,725 Danforth Road,2063,49,19,23,1549,522,9,10,4,2094,670,32%,5,0
20,12,1 Greystone Walk Drive,1 Greystone Walk Drive,452,4,4,1,382,69,1,1,0,453,184,41%,0,0
20,13,Greystone Walk,5 Greystone Walk Drive,1038,41,4,0,871,202,2,1,0,1076,423,39%,0,0
20,15,Robert Service Sr. Public School,945 Danforth Road,2197,41,16,8,1846,366,1,6,1,2220,601,27%,1,0
20,16,Gus Harris Place,120 Town Haven Place,1088,28,5,3,919,186,2,3,1,1111,385,35%,0,0
20,17,Walter Perry Junior Public School,45 Falmouth Avenue,1181,19,15,8,891,266,4,8,20,1189,366,31%,0,0
20,18,Big Fortune Tower Rec Centre,330 McCowan Road,864,43,2,7,712,185,6,3,0,906,268,30%,0,0
20,19,McCowan Retirement Residence,2881 Eglinton Avenue East,56,36,0,0,75,17,0,0,0,92,44,48%,0,0
20,20,Trilogy Long Term Care,340 McCowan Road,106,23,1,0,128,0,0,0,0,128,27,21%,1,0
20,21,Adanac Apartments,140 Adanac Drive,251,11,3,1,248,9,0,1,1,259,69,27%,0,1
20,22,Mason Road Junior Public School,78 Mason Road,1162,13,7,15,917,242,5,2,4,1170,345,30%,0,1
20,23,St. Boniface Catholic School,20 Markanna Drive,1373,15,7,17,1127,242,4,5,3,1381,292,21%,0,0
20,24,Markham Glen,180 Markham Road,351,11,3,0,266,93,0,0,0,359,160,45%,0,0
20,25,Scarborough Retirement Residence,148 Markham Road,54,58,0,0,82,30,0,0,0,112,60,54%,0,1
20,26,Bliss Carman Sr Public School,10 Bellamy Rd South,1855,35,9,25,1505,376,2,2,1,1886,610,32%,0,2
20,27,H. A. Halbert Junior Public School,25 Halbert Place,1916,44,7,24,1524,421,3,8,0,1956,751,38%,0,0
20,28,St. Agatha Catholic School,49 Cathedral Bluffs Drive,1839,30,9,15,1491,355,4,3,11,1864,814,44%,0,0
20,29,Anson Park Public School,30 MacDuff Crescent,1429,24,7,13,1100,337,2,6,3,1448,613,42%,2,0
20,30,St. George's Manor,17 Brimley Road,1359,23,17,8,1193,168,3,1,1,1366,465,34%,0,0
20,31,Cardinal Newman High School,100 Brimley Road South,1275,29,7,13,1031,249,10,8,0,1298,507,39%,0,1
20,32,Highway Gospel Church,530 Midland Ave,1745,40,5,13,1414,345,4,11,10,1784,720,40%,0,0
20,33,John A. Leslie Public School,459 Midland Avenue,1937,38,11,15,1657,306,2,0,8,1973,686,35%,1,0
20,34,Chine Drive Public School,51 Chine Drive,921,23,4,5,798,134,1,7,0,940,452,48%,0,0
20,35,Midland Gardens Care Community,130 Midland Avenue,278,16,1,0,278,14,0,1,0,293,36,12%,1,0
20,36,Craiglee Nursing Home,102 Craiglee Drive,110,24,3,0,118,13,0,0,0,131,45,34%,2,0
20,37,Cliffside Public School,27 East Haven Drive,1585,58,9,23,1338,260,14,16,9,1637,579,35%,0,1
20,38,People's Worship Centre,221 Kennedy Road,1371,8,3,21,1131,230,3,11,3,1378,488,35%,2,0
20,39,Retirement Suites by the Lake,2121 Kingston Rd,2,45,0,0,37,10,0,0,0,47,46,98%,0,0
20,40,McClain Park Apartments,10 Glen Everest Road,260,8,1,5,250,16,0,2,0,268,68,25%,0,0
20,41,Birch Cliff Heights Public School,120 Highview Avenue,2211,32,10,12,1881,344,3,10,0,2238,845,38%,6,0
20,42,J.G. Workman Public School,487 Birchmount Road,2096,41,11,13,1736,367,10,6,13,2132,740,35%,4,3
20,43,Albert Campbell Public Library,496 Birchmount Road,1036,34,3,7,881,173,5,1,8,1068,288,27%,0,0
20,44,Danforth Gardens Public School,20 Santamonica Blvd.,1516,15,9,8,1258,268,4,1,0,1531,466,31%,3,1
20,45,Ina Grafton Gage Home,40 Bell Estate Rd,44,14,0,0,56,2,0,0,0,58,16,28%,0,0
20,46,Woodland Acres Seniors Apartments,682 Warden Avenue,170,7,1,1,167,9,1,0,0,177,60,34%,0,1
20,47,Warden Woods Community Centre,74 Firvalley Court,467,38,6,7,425,71,0,3,0,499,130,26%,0,0
20,48,Taylor Creek Public School,644 Warden Avenue,2851,53,8,19,2471,398,16,20,6,2911,808,28%,1,0
20,49,West Scar. Neighbourhood Centre,313 Pharmacy Avenue,2337,53,20,13,2007,336,18,11,0,2372,737,31%,2,1
20,50,Teesdale Place,40 Teesdale Place,324,11,2,1,293,38,0,2,0,333,147,44%,1,0
20,52,Dentonia Place,10 Teesdale Place,387,27,2,6,387,25,1,2,0,415,166,40%,0,0
20,53,Dentonia Court,20 Teesdale Place,340,20,5,11,327,22,5,2,0,356,161,45%,1,0
20,54,Cambridge Place,30 Denton Avenue,643,32,2,11,616,55,0,2,0,673,292,43%,0,0
20,55,757 Victoria Park Avenue,757 Victoria Park Avenue,284,10,0,6,252,41,1,0,0,294,172,59%,0,0
20,56,Oakridge Community Recreation Centre,63 Pharmacy Avenue,2091,55,15,11,1793,313,11,8,11,2136,731,34%,2,0
20,57,Byng Towers,3330 Danforth Avenue,804,36,8,14,679,139,3,4,10,835,313,38%,6,1
20,58,Chester Village,3555 Danforth Avenue,0,37,0,0,32,4,0,1,0,37,37,100%,0,0
20,59,Birchmount Community Centre,93 Birchmount Road,1966,28,10,18,1659,317,6,12,1,1995,713,36%,0,0
20,60,Birchmount Residence,1673 Kingston Road,66,13,2,0,74,3,0,0,0,77,18,23%,0,0
20,61,Royal Canadian Legion Branch 13,1577 Kingston Road,1348,20,10,10,1209,139,5,7,1,1361,524,39%,0,0
20,62,Taylor Branch Public Library,1440 Kingston Road,852,28,4,7,740,131,4,2,0,877,356,41%,0,0
20,63,Fallingbrook Presbyterian Church,35 Wood Glen Road,1443,20,10,16,1242,199,6,5,0,1452,651,45%,0,0
20,64,Blantyre Public School,290 Blantyre Avenue,1595,75,10,18,1434,215,6,15,3,1673,724,43%,2,0
20,65,Painted Post Towers,1080 Kingston Road,220,13,6,4,205,22,0,0,1,228,94,41%,0,0
20,66,Courcelette Public School,100 Fallingbrook Road,1662,45,20,23,1502,156,16,14,0,1688,737,44%,0,0
20,97,Toronto City Hall - Vote Anywhere,100 Queen Street West,,9,3,8,,,,,,,159,,0,0
20,98,Birchmount Community Centre,93 Birchmount Road,,122,31,87,,,,,,,2946,,3,2
20,99,Warden Hilltop Community Centre,25 Mendelssohn Street,,50,16,92,,,,,,,1424,,5,0
20 Total,,,,72064,2013,495,790,59817,13030,258,294,183,73582,30030,41%,69,18
21,1,Church of St. Andrew,2333 Victoria Park Avenue,1665,34,3,15,1288,368,13,16,14,1699,535,31%,0,0
21,2,Terraview-Willowfield Public School,95 Pachino Blvd.,2063,34,18,12,1562,486,8,20,3,2079,698,34%,2,2
21,3,Glamorgan Jr Public School,51 Antrim Crescent,2805,63,10,20,2293,544,15,2,8,2862,633,22%,1,0
21,4,Sunrise Terrace,120 Dundalk Drive,236,13,0,2,227,22,0,0,0,249,110,44%,0,0
21,5,Mondeo Springs,8 Mondeo Drive,763,36,1,10,682,112,2,1,0,797,300,38%,0,0
21,6,The Copenhagen,2 Glamorgan Avenue,225,13,1,1,201,33,1,2,0,237,91,38%,0,0
21,7,Dorset Towers,1950 Kennedy Road,298,17,1,0,281,34,0,0,0,315,103,33%,0,0
21,8,Dorset Park Hub (Unit #105),1911 Kennedy Road ,1179,26,8,6,1053,142,1,3,2,1201,204,17%,0,0
21,9,Fieldstone Commons Care Community,1000 Ellesmere Road,88,12,0,0,97,3,0,0,0,100,18,18%,0,0
21,10,360 at the City Centre,83 Borough Drive,495,19,6,5,447,61,0,0,0,508,173,34%,0,0
21,11,Omni,115 Omni Drive,1016,14,4,4,873,150,1,4,0,1028,373,36%,3,0
21,12,Equinox II,50 Brian Harrison Way,316,16,1,0,292,39,0,0,0,331,88,27%,0,0
21,13,Equinox I,60 Brian Harrison Way,248,15,0,4,232,26,1,1,2,262,90,34%,0,0
21,14,Scarborough Civic Centre,150 Borough Drive,404,15,1,7,377,31,1,0,11,420,72,17%,0,0
